Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Male,18+ yrs,,,2011,22.1785,21.829816,22.527184,,,4488323,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Female,18+ yrs,,,2011,17.6335,17.334796,17.932204,,,3772988,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,25-29 yrs,,,2011,27.1005,26.123832,28.077168,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,30-34 yrs,,,2011,24.1422,23.260396,25.024004,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,35-39 yrs,,,2011,23.3574,22.519696,24.195104,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,40-44 yrs,,,2011,22.5773,21.811528,23.343072,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,45-49 yrs,,,2011,21.5718,20.81524,22.32836,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,50-54 yrs,,,2011,20.1515,19.387884,20.915116,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,55-59 yrs,,,2011,19.4923,18.713788,20.270812,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,60-64 yrs,,,2011,16.2628,15.570724,16.954876,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,65-69 yrs,,,2011,14.4053,13.701464,15.109136,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,70-74 yrs,,,2011,10.9074,10.232964,11.581836,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,75-79 yrs,,,2011,7.3005,6.539236,8.061764,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,80-84 yrs,,,2011,5.8841,5.004256,6.763944,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,85-89 yrs,,,2011,4.2649,3.299208,5.230592,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,90+ yrs,,,2011,3.3295,1.977296,4.681704,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,,,2011,19.842,19.588572,20.095428,,,8260053,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,White,2011,20.6022,20.331916,20.872484,,,,,,,Worse,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Mixed,2011,26.3007,23.477712,29.123688,,,,,,,Worse,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Asian,2011,11.7335,10.94852,12.51848,,,,,,,Better,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Black,2011,13.24,12.066352,14.413648,,,,,,,Better,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Chinese,2011,13.4715,10.231424,16.711576,,,,,,,Better,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Other ethnicity,2011,19.7326,17.73438,21.73082,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Unknown,2011,18.3043,10.23302,26.37558,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,Socioeconomic group (18-64 yrs),Managerial and professional,2011,14.3633,13.94778,14.77882,,,,,,,Better,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,Socioeconomic group (18-64 yrs),Intermediate,2011,20.8343,20.26492,21.40368,,,,,,,Worse,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,Socioeconomic group (18-64 yrs),Routine and Manual,2011,32.1001,31.50622,32.69398,,,,,,,Worse,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18+ yrs,Socioeconomic group (18-64 yrs),Never worked and long term unemployment,2011,24.6812,23.9854,25.377,,,,,,,Worse,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18-64 yrs,,,2011,22.5054,22.20356,22.80724,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),,,E92000001,England,England,Persons,18-24 yrs,,,2011,25.7648,24.902008,26.627592,,,,,,,Not compared,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Male,18+ yrs,,,2011,22.1785,21.829816,22.527184,,,4488323,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Female,18+ yrs,,,2011,17.6335,17.334796,17.932204,,,3772988,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,25-29 yrs,,,2011,27.1005,26.123832,28.077168,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,30-34 yrs,,,2011,24.1422,23.260396,25.024004,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,35-39 yrs,,,2011,23.3574,22.519696,24.195104,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,40-44 yrs,,,2011,22.5773,21.811528,23.343072,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,45-49 yrs,,,2011,21.5718,20.81524,22.32836,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,50-54 yrs,,,2011,20.1515,19.387884,20.915116,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,55-59 yrs,,,2011,19.4923,18.713788,20.270812,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,60-64 yrs,,,2011,16.2628,15.570724,16.954876,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,65-69 yrs,,,2011,14.4053,13.701464,15.109136,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,70-74 yrs,,,2011,10.9074,10.232964,11.581836,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,75-79 yrs,,,2011,7.3005,6.539236,8.061764,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,80-84 yrs,,,2011,5.8841,5.004256,6.763944,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,85-89 yrs,,,2011,4.2649,3.299208,5.230592,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,90+ yrs,,,2011,3.3295,1.977296,4.681704,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,18+ yrs,,,2011,19.842,19.588572,20.095428,,,8260053,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,White,2011,20.6022,20.331916,20.872484,,,,,,,Worse,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Mixed,2011,26.3007,23.477712,29.123688,,,,,,,Worse,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Asian,2011,11.7335,10.94852,12.51848,,,,,,,Better,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Black,2011,13.24,12.066352,14.413648,,,,,,,Better,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Chinese,2011,13.4715,10.231424,16.711576,,,,,,,Better,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Other ethnicity,2011,19.7326,17.73438,21.73082,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Unknown,2011,18.3043,10.23302,26.37558,,,,,,,Similar,Not compared,20110000,New data,,1y
92443,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E92000001,England,E92000001,England,England,Persons,18+ yrs,Socioeconomic group (18-64 yrs),Managerial and professional,2011,14.3633,13.94778,14.77882,,,,,,,Better,Not compared,20110000,New data,,1y
